Model,Precision,Recall,F-Measure,Accuracy
BtLAdaBoost-scale-down-pca,0.285898134503,0.689654941736,0.404123632481,0.695429783117
BtLAdaBoost-scale-down-pcaW,0.27128637509,0.669348435118,0.38577843761,0.681249055269
WtKLDA,0.239177077094,0.805584011921,0.368844220805,0.623924181925
WtKLDA-pca,0.238751068185,0.806618137739,0.368445438585,0.622795673344
WtKLDA-pcaW,0.239484108001,0.806618137739,0.369317705496,0.62420630907
WtKLDA-scale,0.235435356886,0.810754641009,0.364905277597,0.615037176847
WtKLDA-scale-pca,0.239410601523,0.806618137739,0.369230292996,0.624065245498
WtKLDA-scale-pcaW,0.239410601523,0.806618137739,0.369230292996,0.624065245498
WtKLDA-down,0.244930176713,0.854877342561,0.380713225411,0.620914825708
WtKLDA-down-pca,0.253458680821,0.890381735378,0.394591377581,0.627309289463
WtKLDA-down-pcaW,0.244431059565,0.841088998326,0.378759359765,0.623877160734
WtKLDA-scale-down,0.240188251504,0.725956323965,0.359578448208,0.650538175969
WtKLDA-scale-down-pca,0.254429042852,0.891416454783,0.395866663346,0.62890842816
WtKLDA-scale-down-pcaW,0.252868241556,0.883143448242,0.393141147103,0.62839119506
WtKQDA,0.229575931669,0.688727794531,0.344363522444,0.642262446372
WtKQDA-pca,0.230610057487,0.691830171984,0.345914711171,0.643108827808
WtKQDA-pcaW,0.229417767058,0.688727794531,0.344185556735,0.641980319227
WtKQDA-scale,0.229575931669,0.688727794531,0.344363522444,0.642262446372
WtKQDA-scale-pca,0.231719799097,0.698034926889,0.347937653946,0.643108827808
WtKQDA-scale-pcaW,0.229920640275,0.689761920348,0.344880585353,0.642544573518
WtKQDA-down,0.227855587341,0.748362383347,0.349333124708,0.619739295936
WtKQDA-down-pca,0.228995779565,0.742502213296,0.350018787949,0.623783014389
WtKQDA-down-pcaW,0.231396635369,0.733194715892,0.351773036777,0.631400130343
WtKQDA-scale-down,0.230328059068,0.762840144793,0.353800598568,0.61997440189
WtKQDA-scale-down-pca,0.22747937809,0.751809469405,0.349268412721,0.6178584483
WtKQDA-scale-down-pcaW,0.231267018005,0.762150727581,0.354855294584,0.621996313099
WtKLogReg,0.25321741873,0.813857018462,0.386257177792,0.647199671416
WtKLogReg-pca,0.252008916237,0.810754641009,0.384501716814,0.645930099262
WtKLogReg-pcaW,0.241210857018,0.766287230852,0.36692201889,0.639300111346
WtKLogReg-scale,0.243305703942,0.761116601764,0.368736984739,0.644519463535
WtKLogReg-scale-pca,0.243305703942,0.761116601764,0.368736984739,0.644519463535
WtKLogReg-scale-pcaW,0.242177233407,0.768355482487,0.368277083871,0.640428619928
WtKLogReg-down,0.249527490676,0.812133475433,0.381727675168,0.641227980173
WtKLogReg-down-pca,0.244650918064,0.815924726148,0.376430566169,0.631259066865
WtKLogReg-down-pcaW,0.0,0.0,0.0,0.0
WtKLogReg-scale-down,0.239326530558,0.754911846858,0.363390959537,0.639112026583
WtKLogReg-scale-down-pca,0.244103853369,0.778007323452,0.371571790256,0.641180958982
WtKLogReg-scale-down-pcaW,0.242190132861,0.773870820181,0.368909327817,0.638923941819
WtKkNN,0.0,0.0,0.0,0.863591191894
WtKkNN-pca,0.0,0.0,0.0,0.863591191894
WtKkNN-pcaW,0.799999573334,0.00413650327046,0.00823043967935,0.864014382612
WtKkNN-scale,0.0,0.0,0.0,0.863450128321
WtKkNN-scale-pca,0.0,0.0,0.0,0.863450128321
WtKkNN-scale-pcaW,0.666666222222,0.00206825163523,0.00412370379071,0.863732255466
WtKkNN-down,0.190396639965,0.648396887644,0.293961478335,0.576526821508
WtKkNN-down-pca,0.0,0.0,0.0,0.0
WtKkNN-down-pcaW,0.188832298429,0.769389095379,0.303239649179,0.517702966568
WtKkNN-scale-down,0.245788604084,0.892795289207,0.385447484645,0.611651651103
WtKkNN-scale-down-pca,0.247254895509,0.901068295748,0.388015428506,0.612262926584
WtKkNN-scale-down-pcaW,0.186870557641,0.667700569573,0.290692249185,0.558094514679
WtKNaiveBayes,0.17917519797,0.898655335506,0.298779062674,0.424601353741
WtKNaiveBayes-pca,0.162391201689,0.752843595223,0.267155582254,0.436591757418
WtKNaiveBayes-pcaW,0.162412414766,0.743536462864,0.266592126965,0.441952173179
WtKNaiveBayes-scale,0.17917519797,0.898655335506,0.298779062674,0.424601353741
WtKNaiveBayes-scale-pca,0.203418735439,0.246121944592,0.222741591966,0.76569307246
WtKNaiveBayes-scale-pcaW,0.205502940781,0.24715607041,0.22441257476,0.766962644614
WtKNaiveBayes-down,0.176356412601,0.902102421565,0.295012842544,0.411623505055
WtKNaiveBayes-down-pca,0.137142719976,0.794208098456,0.233896271406,0.290308639018
WtKNaiveBayes-down-pcaW,0.133575121283,0.799378724097,0.228900917448,0.265340403301
WtKNaiveBayes-scale-down,0.184845183469,0.902102421565,0.306707822942,0.442234300324
WtKNaiveBayes-scale-down-pca,0.145745251394,0.77145785994,0.245135189954,0.351436380715
WtKNaiveBayes-scale-down-pcaW,0.147762359486,0.768010773881,0.247822178554,0.36384997511
WtKLinearSVM,0.29801619308,0.428817505704,0.27277913282,0.741618222724
WtKLinearSVM-pca,0.280994168071,0.498103935484,0.357377532457,0.755912664755
WtKLinearSVM-pcaW,0.245386175719,0.789727416051,0.374425514617,0.640052450401
WtKLinearSVM-scale,0.242113148723,0.772491985758,0.368676001231,0.639112026583
WtKLinearSVM-scale-pca,0.241595342575,0.772836694363,0.368113820747,0.638077560383
WtKLinearSVM-scale-pcaW,0.244195275795,0.782833243934,0.372266038417,0.639864365637
WtKLinearSVM-down,0.24151322365,0.87831752776,0.378084458681,0.603187836742
WtKLinearSVM-down-pca,0.262119790954,0.720785694877,0.379710991231,0.67964429313
WtKLinearSVM-down-pcaW,0.24479351724,0.777662485235,0.372370261164,0.642403402878
WtKLinearSVM-scale-down,0.244263746348,0.784901495569,0.372500054966,0.639300111346
WtKLinearSVM-scale-down-pca,0.243171043374,0.81489114428,0.374552189171,0.628720343396
WtKLinearSVM-scale-down-pcaW,0.234475596842,0.769389608305,0.359389654385,0.62575800837
WtKRandForest,0.518394441487,0.00861771514678,0.0169311786723,0.863638213085
WtKRandForest-pca,0.351801185202,0.051016873669,0.0889315936544,0.857384394696
WtKRandForest-pcaW,0.311039968305,0.0548086683335,0.093157266926,0.854516102052
WtKRandForest-scale,0.526057792657,0.0117200925996,0.0229036386522,0.863638213085
WtKRandForest-scale-pca,0.405457204675,0.0175801388994,0.0330474550555,0.86236864093
WtKRandForest-scale-pcaW,0.360418308413,0.0113753839938,0.0219275506485,0.862556725694
WtKRandForest-down,0.262360801429,0.976559480433,0.413599319132,0.622278440244
WtKRandForest-down-pca,0.239173408086,0.765252977492,0.364442768943,0.635914479616
WtKRandForest-down-pcaW,0.243056759538,0.757497035153,0.368013149383,0.645295205636
WtKRandForest-scale-down,0.260398956983,0.966907639469,0.410297672684,0.620867804517
WtKRandForest-scale-down-pca,0.247114313401,0.802826343074,0.377829601279,0.639300111346
WtKRandForest-scale-down-pcaW,0.252253085476,0.827645362697,0.386607758652,0.641792234463
WtKAdaBoost,0.193370100221,0.0361944036165,0.0609753237117,0.847933135327
WtKAdaBoost-pca,0.412955326263,0.105480833397,0.168039158298,0.857525458269
WtKAdaBoost-pcaW,0.412955326263,0.105480833397,0.168039158298,0.857525458269
WtKAdaBoost-scale,0.193370100221,0.0361944036165,0.0609753237117,0.847933135327
WtKAdaBoost-scale-pca,0.383050718476,0.11685621739,0.179080405884,0.853857805379
WtKAdaBoost-scale-pcaW,0.383050718476,0.11685621739,0.179080405884,0.853857805379
WtKAdaBoost-down,0.259346649437,0.856945594196,0.398124444686,0.646729459507
WtKAdaBoost-down-pca,0.242919146971,0.691829710764,0.359580013407,0.663844730428
WtKAdaBoost-down-pcaW,0.241890330445,0.69631138386,0.358998836455,0.660929859156
WtKAdaBoost-scale-down,0.262728762619,0.861082097467,0.402595321737,0.651572642169
WtKAdaBoost-scale-down-pca,0.256847094987,0.7456047145,0.381849627639,0.670851330434
WtKAdaBoost-scale-down-pcaW,0.252368973287,0.751464760799,0.377777405867,0.662105388928
